,tweet_count,tweet_source,tweet_text,tweet_date,tweet_comp_score,tweet_neg_score,tweet_pos_score,tweet_neu_score
146,146,CNN,Imprisoned opposition leader in Rwanda to go on trial as another walks free — for now https://t.co/HoWreAmLtU https://t.co/calQ7IU6eH,Sat Sep 22 16:15:07 +0000 2018,0.0772,0.141,0.155,0.704
147,147,CNN,"This 75-year-old spends his days napping with kittens. And he's raised more than $30,000 doing it.… https://t.co/7F3n4ZQQUU",Sat Sep 22 16:00:07 +0000 2018,0.0,0.0,0.0,1.0
148,148,CNN,An ad airing on Missouri radio attempts to rally voters against incumbent Democratic Sen. Claire McCaskill by warni… https://t.co/BeGTGjajcf,Sat Sep 22 15:45:07 +0000 2018,0.0,0.0,0.0,1.0
149,149,CNN,The Vatican and China have signed a provisional agreement to allow jointly-approved Catholic bishops in China for t… https://t.co/gPGXw9jzZ0,Sat Sep 22 15:30:07 +0000 2018,0.6249,0.0,0.242,0.758
150,150,CNN,3 senators were in both Anita Hill's hearing and Brett Kavanaugh's https://t.co/8ij0yKkriW https://t.co/HfEqzXs7LE,Sat Sep 22 15:15:10 +0000 2018,0.0,0.0,0.0,1.0
151,151,CNN,The captain of an overloaded ferry that capsized on Lake Victoria has been arrested in Tanzania as the death toll c… https://t.co/zHwirEr2IW,Sat Sep 22 15:00:04 +0000 2018,-0.7906,0.259,0.0,0.741
152,152,CNN,The recent mass shooting at a Rite-Aid distribution center is a wake-up call that not all shooters follow the patte… https://t.co/dP8N7Wu9Tg,Sat Sep 22 14:44:32 +0000 2018,0.0,0.0,0.0,1.0
153,153,CNN,Amazon wants Alexa everywhere https://t.co/qtSsDnGylP https://t.co/rAJPdImDy8,Sat Sep 22 14:32:05 +0000 2018,0.1779,0.0,0.254,0.746
154,154,CNN,"A Sphinx believed be more than 2,000-years-old has been uncovered in Egypt https://t.co/hE0dQSRwcO via @CNNTravel https://t.co/AMikFLKbeP",Sat Sep 22 14:01:02 +0000 2018,0.0,0.0,0.0,1.0
155,155,CNN,This is how roasted almonds are turned into marzipan. https://t.co/APeQogsUSb https://t.co/dWv2jvkQoO,Sat Sep 22 13:46:00 +0000 2018,0.0,0.0,0.0,1.0
156,156,CNN,"In her first solo project as a member of the royal family, Meghan, Duchess of Sussex, is supporting a new charity c… https://t.co/K3N9l7CAhx",Sat Sep 22 13:31:00 +0000 2018,0.6908,0.0,0.231,0.769
157,157,CNN,Six siblings of Republican Rep. Paul Gosar delivered a stark message in a new television advertisement: Don't vote… https://t.co/iTY6CcgT4E,Sat Sep 22 13:16:06 +0000 2018,0.0,0.0,0.0,1.0
158,158,CNN,"This 94-year-old World War II vet hands out chocolate bars to strangers and people love it.

He's been melting hear… https://t.co/NSoZqXuzCd",Sat Sep 22 13:01:01 +0000 2018,0.0772,0.144,0.155,0.701
159,159,CNN,"Coal ash is likely entering the Cape Fear River in Wilmington, North Carolina, environmentalists say… https://t.co/kGkl0nIZyv",Sat Sep 22 12:46:04 +0000 2018,-0.4939,0.176,0.0,0.824
160,160,Fox News,September is Brain Aneurysm Awareness Month. Todd Crawford of the Lisa Colagrossi Foundation joined @EricShawnTV to… https://t.co/0cR8eDpyJt,Sat Sep 22 21:13:58 +0000 2018,0.0,0.0,0.0,1.0
161,161,Fox News,Justin Theroux breaks silence on 'painless' Jennifer Aniston breakup for the first time https://t.co/zxOQwizLlN,Sat Sep 22 21:11:00 +0000 2018,0.0,0.0,0.0,1.0
162,162,Fox News,"Three brothers saved for years to open a motel in North Carolina. But when Hurricane Florence ravaged the area, the… https://t.co/t7O4BNaL2R",Sat Sep 22 21:03:51 +0000 2018,0.2263,0.0,0.091,0.909
163,163,Fox News,California woman hiking in Michigan falls to death while taking selfie: officials https://t.co/d3Yzop49Sb,Sat Sep 22 20:59:00 +0000 2018,-0.5994,0.245,0.0,0.755
164,164,Fox News,".@bevhallberg on 2018 midterms: ""[Republicans] need to out there and make it very clear that the reason why people… https://t.co/gH7jqLCBrN",Sat Sep 22 20:50:10 +0000 2018,0.4391,0.0,0.132,0.868
165,165,Fox News,Farmers in North Carolina are suffering major losses following Hurricane Florence; @BryanLlenas reports.… https://t.co/X3jYnnU2dB,Sat Sep 22 20:46:35 +0000 2018,-0.7003,0.326,0.0,0.674
166,166,Fox News,.@DanaPerino: What does it feel like to be married for 20 years? I'll tell you... https://t.co/j9GpkSdCtl,Sat Sep 22 20:45:00 +0000 2018,0.3612,0.0,0.143,0.857
167,167,Fox News,"Stumping in Missouri, Trump says he'll clear out ‘lingering stench’ at FBI, DOJ https://t.co/4LO7G2FYqq",Sat Sep 22 20:37:50 +0000 2018,0.3818,0.0,0.167,0.833
168,168,Fox News,Ford ‘accepts’ request to testify about alleged Kavanaugh assault; lawyers request Thursday hearing; @ellisonbarber… https://t.co/mr2ebD46Fu,Sat Sep 22 20:26:44 +0000 2018,-0.5859,0.213,0.0,0.787
169,169,Fox News,'The Stakes Are Incredibly High':  @benshapiro Goes In-Depth on His Fox News Election Special https://t.co/FgI3MSP23B,Sat Sep 22 20:24:00 +0000 2018,0.4019,0.0,0.162,0.838
170,170,Fox News,California police escort sister of slain deputy to middle school https://t.co/BkHkd8tNNL,Sat Sep 22 20:20:48 +0000 2018,0.0,0.0,0.0,1.0
171,171,Fox News,".@Garrett_FoxNews: ""This afternoon attorneys for Christine Blasey Ford once again informed the Judiciary Committee… https://t.co/BgtcNWhN0H",Sat Sep 22 20:16:04 +0000 2018,0.0,0.0,0.0,1.0
172,172,Fox News,".@SebGorka: Rosenstein Report Shows 'Unequivocally Corrupt' DOJ, FBI Under Obama https://t.co/DMAry1spHV",Sat Sep 22 20:03:58 +0000 2018,0.0,0.0,0.0,1.0
173,173,Fox News,"Joel Rubin on Dr. Ford testifying: ""Sexual assault is not a red state issue, it's not a blue state issue, it's an A… https://t.co/gwNA2rveWl",Sat Sep 22 19:56:40 +0000 2018,-0.5859,0.153,0.0,0.847
174,174,Fox News,".@JMfreespeech on Ford testifying: ""I think we are still talking about both sides of this fight trying to shape the… https://t.co/xnEUa8jFwI",Sat Sep 22 19:50:16 +0000 2018,-0.4588,0.13,0.0,0.87
175,175,Fox News,"RT @FoxNewsResearch: US-China Trade Deficit:

🇺🇸🇨🇳The US is on pace to have a record-high $382 billion trade deficit in goods with China in…",Sat Sep 22 19:43:01 +0000 2018,-0.6597,0.213,0.0,0.787
176,176,Fox News,"'AGT' star Michael Ketterer arrested, charged for domestic violence after competing in show finale https://t.co/jF7sdCV2CP",Sat Sep 22 19:36:00 +0000 2018,-0.8402,0.429,0.0,0.571
177,177,Fox News,.@SteveHiltonx: At the UN President Trump should call for a total economic boycott of China https://t.co/D8PBxyBRuG,Sat Sep 22 19:28:41 +0000 2018,-0.3182,0.141,0.0,0.859
178,178,Fox News,.@VP Mike Pence touted the economy Saturday while speaking at the Values Voter Summit. https://t.co/MQRx9AANai,Sat Sep 22 19:25:09 +0000 2018,0.3612,0.071,0.16,0.769
179,179,Fox News,Florida couple rescues 'starving' puppies found in bucket https://t.co/gGTdvpjGxT,Sat Sep 22 19:13:00 +0000 2018,0.3182,0.0,0.223,0.777
180,180,The New York Times,"Breaking News: Christine Blasey Ford, who accused Judge Brett Kavanaugh of sexual assault, said she was willing to… https://t.co/zZFObRukFb",Sat Sep 22 19:04:36 +0000 2018,-0.7184,0.261,0.0,0.739
181,181,The New York Times,RT @_StephenCastle: Delaying Brexit decisions to the 11th hour was a good strategy for Theresa May. Until it backfired. https://t.co/92ZTGt…,Sat Sep 22 18:54:32 +0000 2018,0.4404,0.0,0.139,0.861
182,182,The New York Times,What does a democratic socialist believe in? Many voters don't know. Take this quiz to find out whether your belief… https://t.co/xi4NnDiM7G,Sat Sep 22 18:45:06 +0000 2018,0.0,0.0,0.0,1.0
183,183,The New York Times,"Comcast defeated Disney/Fox in a bidding war for the British broadcaster Sky with a $39 billion offer, gaining an i… https://t.co/7m4Bawuymz",Sat Sep 22 18:38:08 +0000 2018,-0.6369,0.271,0.109,0.62
184,184,The New York Times,"A man has been found alive 2 days after a ferry in Tanzania overturned, killing more than 200 people, and a day aft… https://t.co/aJuA6wDmKV",Sat Sep 22 18:30:12 +0000 2018,-0.4215,0.176,0.104,0.72
185,185,The New York Times,The tale of the rent-stabilized tenant with a house in the Berkshires is often used to point out the shortcomings o… https://t.co/7gtMDKdatQ,Sat Sep 22 18:15:07 +0000 2018,0.0,0.0,0.0,1.0
186,186,The New York Times,China has called off trade talks with White House officials. The U.S. is set to begin taxing $200 billion in import… https://t.co/UqhCVXHzXi,Sat Sep 22 18:00:04 +0000 2018,0.0,0.0,0.0,1.0
187,187,The New York Times,"RT @NYTmag: Have the print magazine? Don’t have the magazine? We’ve got a way for both. 
Choose your own (audio) adventure across the world…",Sat Sep 22 17:47:43 +0000 2018,0.3939,0.0,0.108,0.892
188,188,The New York Times,"Casino magnate Sheldon Adelson and his wife, Miriam, donated $55 million to Republican electoral efforts in the las… https://t.co/RdgcheYIZt",Sat Sep 22 17:31:05 +0000 2018,0.0,0.0,0.0,1.0
189,189,The New York Times,"At a rally for Republican Senate candidate Josh Hawley, President Trump used his speech to continue his attacks on… https://t.co/xcniBoGDMN",Sat Sep 22 17:25:03 +0000 2018,-0.4404,0.139,0.0,0.861
190,190,The New York Times,A German family-owned bookstore found a recipe for success by stocking its shelves with regional delicacies like ah… https://t.co/xoPJ7hiRBK,Sat Sep 22 17:10:03 +0000 2018,0.7351,0.0,0.292,0.708
191,191,The New York Times,"RT @dealbook: In Britain and other European markets, Uber Eats is streets behind Deliveroo and other local services like Just Eat and Deliv…",Sat Sep 22 16:55:04 +0000 2018,0.3612,0.0,0.102,0.898
192,192,The New York Times,"President Trump's upending of foreign policy has Europeans asking hard questions about the U.S.'s global role, and… https://t.co/891ITS2l1m",Sat Sep 22 16:40:05 +0000 2018,-0.1027,0.076,0.0,0.924
193,193,The New York Times,David Boies was one of America’s most admired lawyers. Then he represented Harvey Weinstein and Theranos. Which for… https://t.co/arrNJNY58V,Sat Sep 22 16:25:01 +0000 2018,0.5563,0.0,0.166,0.834
194,194,The New York Times,6 times as many people in Nigeria died from clashes between herders and farmers in the first half of this year as f… https://t.co/kRcRYECa5M,Sat Sep 22 16:10:04 +0000 2018,-0.5574,0.141,0.0,0.859
195,195,The New York Times,"RT @NYTmag: The deafening roar of Iceland's Dettifoss waterfall. 
The crunch of lava flowing from the erupting Kilauea volcano in Hawaii.
T…",Sat Sep 22 15:56:50 +0000 2018,-0.296,0.095,0.0,0.905
196,196,The New York Times,"Pope Francis will recognize 7 bishops appointed by the Chinese government, ending a decades-old power struggle betw… https://t.co/zWxmvVKVoj",Sat Sep 22 15:40:07 +0000 2018,-0.3182,0.133,0.0,0.867
197,197,The New York Times,Construction workers are addicted to opioids at nearly twice the rate for all working adults. And many addictions b… https://t.co/CQVD4c1bsw,Sat Sep 22 15:25:05 +0000 2018,0.0,0.0,0.0,1.0
198,198,The New York Times,"""It's very difficult for us to get a true sensing of the severity of the impact of the disaster,"" one emergency off… https://t.co/VZsQbjzptU",Sat Sep 22 15:10:47 +0000 2018,-0.3804,0.198,0.103,0.699
199,199,The New York Times,Rod Rosenstein once proposed secretly taping President Trump and removing him via the 25th Amendment. Read more:… https://t.co/1FmYUfdIVG,Sat Sep 22 14:56:36 +0000 2018,0.0,0.0,0.0,1.0
200,200,BBC News (World),RT @BBCNorthAmerica: Brett Kavanaugh accuser sets out terms for testimony https://t.co/gHivLypM7g,Fri Sep 21 13:41:42 +0000 2018,0.0,0.0,0.0,1.0
201,201,BBC News (World),European press views May 'ambush' with sympathy https://t.co/9RoHKvdNFX,Fri Sep 21 12:44:06 +0000 2018,0.3612,0.0,0.263,0.737
202,202,BBC News (World),Chinese nanny Mo Huanjing executed for arson killings https://t.co/jKz38RWaH9,Fri Sep 21 12:41:07 +0000 2018,-0.6705,0.36,0.0,0.64
203,203,BBC News (World),Texas Republicans apologise to Indians for 'offensive' Hindu ad https://t.co/GLTcwhj8v3,Fri Sep 21 10:40:54 +0000 2018,0.3818,0.0,0.224,0.776
204,204,BBC News (World),Chinese anger at US sanctions for Russian weapons purchases https://t.co/UHLUTk6rxg,Fri Sep 21 09:17:06 +0000 2018,-0.765,0.452,0.0,0.548
205,205,BBC News (World),"RT @BBCBreaking: At least 86 bodies are found after a Tanzanian ferry overturns in Lake Victoria, officials say https://t.co/Pcy3ObgGin",Fri Sep 21 07:53:08 +0000 2018,-0.3818,0.133,0.0,0.867
206,206,BBC News (World),"Lake Victoria, Tanzania: Dozens drown in ferry capsize https://t.co/9ktCUaPBA7",Fri Sep 21 07:38:59 +0000 2018,-0.5719,0.316,0.0,0.684
207,207,BBC News (World),RT @BBCSteveR: In today’s Russian press there’s little contrition for the doping scandal. One paper calls RUSADA’s reinstatement a “resound…,Fri Sep 21 07:32:34 +0000 2018,-0.4404,0.139,0.0,0.861
208,208,BBC News (World),Australian strawberries: Why would someone hide a needle in fruit? https://t.co/SojF4lluNU,Fri Sep 21 06:32:36 +0000 2018,-0.1779,0.159,0.0,0.841
209,209,BBC News (World),RT @BBCMaryam: Italy's competition watchdog has opened a inquiry into Ryanair's decision to charge people to take certain heavier hand lugg…,Fri Sep 21 06:23:46 +0000 2018,0.6486,0.0,0.227,0.773
210,210,BBC News (World),Vietnam President Tran Dai Quang dies aged 61 https://t.co/Lw6f2NJePK,Fri Sep 21 05:21:34 +0000 2018,0.0,0.0,0.0,1.0
211,211,BBC News (World),Philippines landslide victims 'sent texts from underneath rubble' https://t.co/w38Z0TNthg,Fri Sep 21 04:08:04 +0000 2018,-0.3182,0.223,0.0,0.777
212,212,BBC News (World),"RT @BBCMarikoOi: It was @alangilpin2 of @rugbyworldcup, not 🇯🇵 gvnt, who requested. While it’s considerate, do we really care? I have frien…",Fri Sep 21 03:44:35 +0000 2018,0.7501,0.0,0.252,0.748
213,213,BBC News (World),RT @VFritzNews: DING! Your @amazon microwave is ready. The tech firm is integrating voice controls into virtually anything you can think of…,Fri Sep 21 03:39:27 +0000 2018,0.4199,0.0,0.117,0.883
214,214,BBC News (World),Syracuse New York shooting 'leaves seven injured' https://t.co/J1pZx9fG2I,Fri Sep 21 03:37:14 +0000 2018,-0.4019,0.278,0.0,0.722
215,215,BBC News (World),Jair Bolsonaro: Why Brazilian women are saying #NotHim https://t.co/sRNZzXosck,Fri Sep 21 03:00:19 +0000 2018,0.0,0.0,0.0,1.0
216,216,BBC News (World),Africa's week in pictures: 14-20 September 2018 https://t.co/azAJ8y9ORe,Fri Sep 21 02:51:22 +0000 2018,0.0,0.0,0.0,1.0
217,217,BBC News (World),US imposes sanctions on China for buying Russian weapons https://t.co/r0A3m4P8AL,Fri Sep 21 01:51:59 +0000 2018,-0.5106,0.35,0.0,0.65
218,218,BBC News (World),Australia emu video investigated for 'horrific cruelty' https://t.co/htb9rcdTQr,Fri Sep 21 01:34:48 +0000 2018,-0.8519,0.58,0.0,0.42
219,219,BBC News (World),Syria war: Seized foreign IS fighters 'must be taken home' https://t.co/TcvYqZsnMj,Fri Sep 21 00:45:32 +0000 2018,-0.6249,0.362,0.0,0.638
220,220,CBS News,Gunmen kill at least 24 in attack on annual military parade in Iran https://t.co/FrTWGlFeJW https://t.co/Mzd8nIUJLM,Sat Sep 22 11:40:09 +0000 2018,-0.8316,0.375,0.0,0.625
221,221,CBS News,Nanny cam catches repairman appearing to sniff underwear in girls' bedroom https://t.co/KQQloRvX9p https://t.co/CCmb4XLPua,Sat Sep 22 11:33:04 +0000 2018,0.0,0.0,0.0,1.0
222,222,CBS News,"Maryland shooter had a history of mental illness, police say https://t.co/wgjN27c49G https://t.co/NOwKVQpCgw",Sat Sep 22 11:18:03 +0000 2018,-0.4019,0.213,0.0,0.787
223,223,CBS News,"Some flea and tick treatments increase risk of seizures in pets, FDA warns https://t.co/HMQOj8iiSW https://t.co/7qK6CBUQwX",Sat Sep 22 11:03:04 +0000 2018,-0.0516,0.197,0.129,0.674
224,224,CBS News,"RT @CBSThisMorning: Take a look at what we're working on this #SaturdayMorning with @AnthonyMasonCBS, @DanaJacobson and @CBSMMiller. https:…",Sat Sep 22 10:54:32 +0000 2018,0.0,0.0,0.0,1.0
225,225,CBS News,Florida student accused of trying to steal airliner dragged off plane https://t.co/AH7yMQP04Q https://t.co/1FrqT3mLNK,Sat Sep 22 10:48:03 +0000 2018,-0.6808,0.398,0.0,0.602
226,226,CBS News,"Cargill ground beef recall after E. coli outbreak kills 1, sickens 17 https://t.co/ZwGX5XWEJe https://t.co/2TxlWbw5Ec",Sat Sep 22 10:33:04 +0000 2018,-0.7579,0.351,0.0,0.649
227,227,CBS News,"Arrest made after ""unprovoked"" fatal stabbing of D.C. jogger https://t.co/LwjVMKpIhA https://t.co/McFW0AKpkr",Sat Sep 22 10:18:04 +0000 2018,-0.7096,0.396,0.0,0.604
228,228,CBS News,Rapper Suge Knight has been sentenced to 28 years in prison for manslaughter https://t.co/UoXkL0UHbl https://t.co/bsLA0pTObI,Sat Sep 22 10:03:05 +0000 2018,-0.5267,0.253,0.0,0.747
229,229,CBS News,Walmart warning it'll raise prices as Trump's China tariffs kick in https://t.co/lTngwOYgsh https://t.co/aCdT1ZxlwL,Sat Sep 22 09:48:03 +0000 2018,-0.34,0.167,0.0,0.833
230,230,CBS News,"""It was pure joy"": Baby girl born after undergoing experimental surgery in the womb https://t.co/VrrRXpPnxJ https://t.co/CwFBxWZEgh",Sat Sep 22 09:33:03 +0000 2018,0.0,0.0,0.0,1.0
231,231,CBS News,Dam breached by Florence floodwaters at power plant in North Carolina https://t.co/in1CNJk44F https://t.co/QTt6VAW7yM,Sat Sep 22 09:18:04 +0000 2018,0.0,0.0,0.0,1.0
232,232,CBS News,Rod Rosenstein denies report saying he discussed invoking 25th Amendment to remove Trump https://t.co/eh710Ja0kq https://t.co/D4pTujJrtL,Sat Sep 22 09:03:02 +0000 2018,-0.4215,0.167,0.0,0.833
233,233,CBS News,Former Trump attorney Michael Cohen cooperating with Robert Mueller https://t.co/zcdk2QuxOx https://t.co/2rzBuYMFzB,Sat Sep 22 08:48:03 +0000 2018,0.0,0.0,0.0,1.0
234,234,CBS News,Former top Cuomo aide sentenced to 6 years in prison for corruption https://t.co/LrjIzsDjSN https://t.co/ZL5QakguNP,Sat Sep 22 08:33:03 +0000 2018,-0.3818,0.272,0.111,0.617
235,235,CBS News,KISS announces final tour ever https://t.co/sXvGF1IXxr https://t.co/wLqxaDvDW4,Sat Sep 22 08:18:04 +0000 2018,0.5473,0.0,0.371,0.629
236,236,CBS News,"Researchers say they're closing in on HMB Endeavour, Captain Cook's lost ship https://t.co/oVeFvN8jG9 https://t.co/L2DdFHPRhO",Sat Sep 22 08:03:05 +0000 2018,-0.3182,0.15,0.0,0.85
237,237,CBS News,"Marines say they ""had to act"" to save senior citizens from D.C. fire https://t.co/61EzqJgYYc https://t.co/ud4MxkyGT7",Sat Sep 22 07:48:04 +0000 2018,0.2023,0.129,0.172,0.699
238,238,CBS News,Hurricane Florence death toll rises to 42 as South Carolina expects more record flooding https://t.co/DINAwhpDtJ https://t.co/lVD74FHMYP,Sat Sep 22 07:33:03 +0000 2018,-0.5994,0.206,0.0,0.794
239,239,CBS News,"Daycare worker stabs 3 infants, two adults in New York City https://t.co/fZvqV3Pv1L https://t.co/L0AOSyeZ1w",Sat Sep 22 07:18:03 +0000 2018,-0.4404,0.209,0.0,0.791
240,240,CNN,"Meet Yusaku Maezawa, the Japanese billionaire who will be the first passenger on a SpaceX trip around the moon. He'… https://t.co/qCFFMce67A",Sat Sep 22 12:31:00 +0000 2018,0.0,0.0,0.0,1.0
241,241,CNN,"From Jeff Bezos to Warren Buffett, these billionaires are snapping up newspapers despite the fact that the industry… https://t.co/5u6HHZLL8x",Sat Sep 22 12:16:00 +0000 2018,0.0,0.0,0.0,1.0
242,242,CNN,"Last month, a CNN investigation found remnants of a US-made bomb at the scene of an airstrike in Yemen that killed… https://t.co/70c0x3eF0p",Sat Sep 22 12:01:12 +0000 2018,-0.4939,0.144,0.0,0.856
243,243,CNN,Former President Ronald Reagan's daughter Patti Davis wrote about her own sexual assault experience to defend Chris… https://t.co/CWCd6WsMx2,Sat Sep 22 11:46:03 +0000 2018,-0.5859,0.183,0.0,0.817
244,244,CNN,"Apple's new phones — the iPhone XS and XS Max — are the smartest, fastest, best iPhones we've seen to date. But do… https://t.co/xYErs8vJ9n",Sat Sep 22 11:31:00 +0000 2018,0.6249,0.0,0.203,0.797
245,245,CNN,Dallas Mavericks owner Mark Cuban will donate $10 million to women's advocacy groups after an independent investiga… https://t.co/OlfPQx4y0o,Sat Sep 22 11:01:05 +0000 2018,0.0,0.0,0.0,1.0
246,246,CNN,"A garage in California is outfitting vintage cars with state-of-the-art tech, swapping old electronics with Tesla b… https://t.co/jTfas0nwID",Sat Sep 22 10:31:00 +0000 2018,0.0,0.0,0.0,1.0
247,247,CNN,"Hillary Clinton says she's worried about what an unchecked Trump could do to the government if there isn't a ""very… https://t.co/H7eAEec3us",Sat Sep 22 10:01:02 +0000 2018,-0.296,0.104,0.0,0.896
248,248,CNN,"They are the most glorious vessels on the seven seas, but how is a luxury superyacht made? https://t.co/VSMIUyOo3Q https://t.co/rFwnzPUYo7",Sat Sep 22 09:31:00 +0000 2018,0.4111,0.0,0.139,0.861
249,249,CNN,"To remove Helen Keller from the social studies curriculum in Texas ""also means to eliminate the single touchstone f… https://t.co/d7EQIMppvX",Sat Sep 22 09:01:05 +0000 2018,0.0,0.0,0.0,1.0
250,250,CNN,"At least 10 people were killed and 21 others, including a child and a woman, were wounded in an attack on a militar… https://t.co/0EX2cNAQGJ",Sat Sep 22 09:00:58 +0000 2018,-0.8225,0.286,0.0,0.714
251,251,CNN,"No, it's not Halloween, but the spider webs draping everything from street signs to trees in this Greek town are a… https://t.co/V7jYaLZL06",Sat Sep 22 08:31:00 +0000 2018,-0.1531,0.071,0.0,0.929
252,252,CNN,"Michael Jordan, who grew up in Wilmington, North Carolina, close to where Hurricane Florence came ashore, has donat… https://t.co/o7WSpXuWF6",Sat Sep 22 08:01:07 +0000 2018,0.0,0.0,0.0,1.0
253,253,CNN,Rihanna has been appointed an ambassador of Barbados https://t.co/7LCAWPpqFM https://t.co/Hg5qh2Wa9G,Sat Sep 22 07:31:05 +0000 2018,0.0,0.0,0.0,1.0
254,254,CNN,"GoPro has had some major struggles in recent years. It's hoping a new camera, the Hero7 Black, can help it recover.… https://t.co/VrPJ6bJByB",Sat Sep 22 07:01:00 +0000 2018,0.4588,0.096,0.212,0.692
255,255,CNN,This library loans out ties and handbags so those with limited resources can go to job interviews… https://t.co/Hu9O2EIzF1,Sat Sep 22 06:46:05 +0000 2018,-0.2878,0.113,0.0,0.887
256,256,CNN,A satellite successfully tested its new space-cleaning technology as part of a plan to clean up the thousands of pi… https://t.co/ZZjkAoW8aM,Sat Sep 22 06:31:00 +0000 2018,0.7096,0.0,0.258,0.742
257,257,CNN,"President Trump's star on the Hollywood Walk of Fame was defaced yet again this week, this time covered by wooden b… https://t.co/zeWUV876EM",Sat Sep 22 06:16:02 +0000 2018,0.4404,0.0,0.121,0.879
258,258,CNN,"The Trump administration is planning to shift more than $260 million from cancer research, HIV/AIDS and other progr… https://t.co/hYnomgIY7o",Sat Sep 22 06:01:03 +0000 2018,-0.6597,0.196,0.0,0.804
259,259,CNN,Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes… https://t.co/bnHYd7WXZk,Sat Sep 22 05:46:06 +0000 2018,-0.4767,0.14,0.0,0.86
260,260,Fox News,MTA officials say New York City subway riders are partly to blame for delays https://t.co/d5txuvtrtB,Sat Sep 22 19:03:00 +0000 2018,-0.2782,0.132,0.0,0.868
261,261,Fox News,".@VP calls Kavanaugh 'man of integrity,' predicts confirmation https://t.co/3Cg0q7Z8lb",Sat Sep 22 18:55:47 +0000 2018,0.0,0.0,0.0,1.0
262,262,Fox News,"BREAKING: Ford ‘accepts’ request to testify about alleged Kavanaugh assault, lawyers request Thursday hearing  https://t.co/Dcqj7D3MAI",Sat Sep 22 18:45:53 +0000 2018,-0.5859,0.213,0.0,0.787
263,263,Fox News,Floodwaters threaten North Carolina one week after Hurricane Florence made landfall; @jonathanserrie reports.… https://t.co/vQpm8qHllZ,Sat Sep 22 18:41:52 +0000 2018,-0.3818,0.167,0.0,0.833
264,264,Fox News,"Alex Little on Rosenstein report: ""There's so much behind the scenes movement trying to position [@POTUS] to prepar… https://t.co/S8EzTA0kHe",Sat Sep 22 18:35:10 +0000 2018,0.0,0.0,0.0,1.0
265,265,Fox News,SUNDAY: @BenShapiro breaks down the critical issues in the midterm elections on the premiere of “The Ben Shapiro El… https://t.co/5u1NuBeoUO,Sat Sep 22 18:28:00 +0000 2018,-0.3182,0.108,0.0,0.892
266,266,Fox News,Pompeo says officials not backing Trump's mission 'ought to find something else to do' https://t.co/9NgvBDxWiJ,Sat Sep 22 18:26:37 +0000 2018,-0.0191,0.071,0.0,0.929
267,267,Fox News,OPINION: Iran sentenced us to death for being Christian. We pray America will welcome more grateful refugees like us https://t.co/QXd8YX9coF,Sat Sep 22 18:17:08 +0000 2018,0.7474,0.165,0.374,0.461
268,268,Fox News,Oktoberfest Begins in Munich https://t.co/Nni5MrJeop,Sat Sep 22 18:05:00 +0000 2018,0.0,0.0,0.0,1.0
269,269,Fox News,Autumnal Equinox Marks Start of Fall https://t.co/W4jSCQgjYf,Sat Sep 22 18:00:28 +0000 2018,0.0,0.0,0.0,1.0
270,270,Fox News,California police escort sister of slain deputy to middle school https://t.co/2dJqVMYrWl,Sat Sep 22 17:51:15 +0000 2018,0.0,0.0,0.0,1.0
271,271,Fox News,Texas shelter puppy finds home working with dispatchers at city’s communication center https://t.co/pdaIJs8fNF,Sat Sep 22 17:28:27 +0000 2018,0.0,0.0,0.0,1.0
272,272,Fox News,.@RudyGiuliani: “The Iranian regime right now is the most dangerous group in the world.” https://t.co/Ir8fFLCq99,Sat Sep 22 17:25:51 +0000 2018,-0.5256,0.195,0.0,0.805
273,273,Fox News,.@dbongino: “Rod Rosenstein at this point has got to go. He has to be fired.” https://t.co/ZeRG40oJJV,Sat Sep 22 17:20:00 +0000 2018,0.0,0.0,0.0,1.0
274,274,Fox News,".@dbongino: “There are things you joke about and things you don’t, now you think this would be common sense when yo… https://t.co/RG93WeF8iF",Sat Sep 22 17:14:47 +0000 2018,0.296,0.0,0.095,0.905
275,275,Fox News,Florida Chick-fil-A throws surprise 100th birthday party for loyal customer https://t.co/c2PhY5ExAR,Sat Sep 22 17:12:25 +0000 2018,0.7845,0.0,0.497,0.503
276,276,Fox News,Rep. Paul Gosar's own siblings endorse Democratic opponent in scathing ad https://t.co/EmcrSzC2oC,Sat Sep 22 17:07:11 +0000 2018,0.3182,0.0,0.173,0.827
277,277,Fox News,Socialism rises in Democratic Party as primary season of upsets comes to close https://t.co/I5Hlhuq5mM,Sat Sep 22 17:02:20 +0000 2018,0.0516,0.145,0.157,0.698
278,278,Fox News,"Women rally in support of Kavanaugh: 'We know the man, we know his heart' https://t.co/C1nHsQYCS8",Sat Sep 22 16:51:25 +0000 2018,0.4019,0.0,0.162,0.838
279,279,Fox News,Minnesota AG Candidate: 'Terrible Double-Standard' Surrounds Accusations Against Keith Ellison https://t.co/spsLScJKKL,Sat Sep 22 16:38:36 +0000 2018,-0.6597,0.375,0.0,0.625
280,280,The New York Times,12 more women say they were victims of a California couple charged with drugging and sexually assaulting women. One… https://t.co/3svZyU8O6E,Sat Sep 22 14:45:27 +0000 2018,-0.7506,0.316,0.0,0.684
281,281,The New York Times,RT @sahiltner: “This is a profession for a lot of people now. And you can’t fill out a W-9 with your hacker handle.” An inside look at @def…,Sat Sep 22 14:35:02 +0000 2018,0.0,0.0,0.0,1.0
