,tweet_count,tweet_source,tweet_text,tweet_date,tweet_comp_score,tweet_neg_score,tweet_pos_score,tweet_neu_score
282,282,The New York Times,"This marathon runner was so fast that two of his three pacesetters had to drop out after the first 10 kilometers, w… https://t.co/FlbqZW6SRs",Sat Sep 22 14:30:08 +0000 2018,-0.2732,0.087,0.0,0.913
283,283,The New York Times,"Here is a simple, excellent one-pot recipe, full of rich flavor, with a sauce that you won't want to waste… https://t.co/bfIZtfCObB",Sat Sep 22 14:15:03 +0000 2018,0.7951,0.05,0.298,0.652
284,284,The New York Times,At least 24 soldiers and civilian onlookers were killed when gunmen opened fire on a military parade in a province… https://t.co/zLD8LRclOf,Sat Sep 22 14:04:45 +0000 2018,-0.7845,0.289,0.0,0.711
285,285,The New York Times,The administrator of FEMA came under scrutiny for using government vehicles to commute between Washington and Hicko… https://t.co/gfSuSbHn5N,Sat Sep 22 14:00:06 +0000 2018,0.0,0.0,0.0,1.0
286,286,The New York Times,"When you come home and you just want to flop, you want a wine that is inexpensive and undemanding. Here are 20 grea… https://t.co/pNbDXoI66t",Sat Sep 22 13:47:02 +0000 2018,-0.2023,0.096,0.104,0.8
287,287,The New York Times,"RT @clairecm: Americans agree that there should be more women in leadership, that everyone's lives would improve and that women are as qual…",Sat Sep 22 13:33:02 +0000 2018,0.6597,0.0,0.205,0.795
288,288,The New York Times,Comcast and Fox (soon to be Disney) are settling their fight for control of Rupert Murdoch's Sky broadcasting servi… https://t.co/tPDiXY7vp0,Sat Sep 22 13:15:05 +0000 2018,-0.3818,0.12,0.0,0.88
289,289,The New York Times,A detailed look at Americans' social lives online https://t.co/tPlt3FiR3D https://t.co/Uuja0wFLB4,Sat Sep 22 13:02:13 +0000 2018,0.0,0.0,0.0,1.0
290,290,The New York Times,It’s easy to lose the larger narrative of the Trump-Russia story. Here's a detailed timeline. https://t.co/SOh2kaF8XW,Sat Sep 22 12:42:05 +0000 2018,0.0516,0.145,0.156,0.699
291,291,The New York Times,"DC Universe, a new streaming platform dedicated entirely to DC Comics, offers movies, original series and more. We… https://t.co/bQAgWUeYHV",Sat Sep 22 12:22:01 +0000 2018,0.6486,0.0,0.249,0.751
292,292,The New York Times,Tracking the House races to watch in the 2018 midterm elections https://t.co/cSUFVVBt2k,Sat Sep 22 12:02:04 +0000 2018,0.0,0.0,0.0,1.0
293,293,The New York Times,China and Vatican Reach Agreement Over Selection of Bishops https://t.co/mmRGDroRCf,Sat Sep 22 12:00:58 +0000 2018,0.5106,0.0,0.35,0.65
294,294,The New York Times,"Can't wait for the scent of pumpkin spice, maple syrup and roasted root vegetables to waft through your home? Here'… https://t.co/C9vfSIx0we",Sat Sep 22 11:42:04 +0000 2018,0.0,0.0,0.0,1.0
295,295,The New York Times,Checking a bag? Get ready to pay even more the next time you fly. https://t.co/e8sNBTNAMd,Sat Sep 22 11:22:02 +0000 2018,0.2732,0.088,0.157,0.755
296,296,The New York Times,Google C.E.O. Denies Allegations of Political Bias in Search Results https://t.co/hudC2lDUcD,Sat Sep 22 11:05:08 +0000 2018,-0.4939,0.318,0.0,0.682
297,297,The New York Times,Japan's Hayabusa2 spacecraft dropped 2 small rovers on the Ryugu asteroid. See some of the latest images it has sen… https://t.co/VJWVbbeVn9,Sat Sep 22 11:02:05 +0000 2018,0.0,0.0,0.0,1.0
298,298,The New York Times,Justin Theroux Is on the Prowl https://t.co/z6ViBeDBRQ,Sat Sep 22 10:53:52 +0000 2018,0.0,0.0,0.0,1.0
299,299,The New York Times,"RT @nytpolitics: At a campaign rally in Las Vegas, President Trump said that he and Republicans “will protect patients with pre-existing co…",Sat Sep 22 10:32:05 +0000 2018,0.3818,0.0,0.115,0.885
300,300,BBC News (World),Mission implausible: Russians mock improbable spy duo https://t.co/iL8LzYW6cU,Fri Sep 21 00:24:47 +0000 2018,-0.4215,0.286,0.0,0.714
301,301,BBC News (World),Why is IVF so popular in Denmark? https://t.co/7ajREhHPPj,Thu Sep 20 23:53:21 +0000 2018,0.5598,0.0,0.341,0.659
302,302,BBC News (World),Michigan professor embroiled in Israel boycott row https://t.co/l71FbugFkG,Thu Sep 20 23:10:14 +0000 2018,-0.3182,0.247,0.0,0.753
303,303,BBC News (World),Suge Knight trial: Rap mogul pleads no contest over hit-and-run death https://t.co/XPB31ktCMe,Thu Sep 20 22:56:42 +0000 2018,-0.7269,0.379,0.0,0.621
304,304,BBC News (World),Brett Kavanaugh accuser offers to testify to Senate https://t.co/E1DuP3nQ9U,Thu Sep 20 22:47:16 +0000 2018,0.0,0.0,0.0,1.0
305,305,BBC News (World),Mexico's president-elect grounded on commercial plane for hours https://t.co/wdRajdwCJz,Thu Sep 20 22:35:18 +0000 2018,0.0,0.0,0.0,1.0
306,306,BBC News (World),India killing: 'My father ordered my husband's murder' https://t.co/mPhG5hfUaJ,Thu Sep 20 22:03:04 +0000 2018,-0.8779,0.565,0.0,0.435
307,307,BBC News (World),😍 Meet the cutest and newest recruits for Chile's national police force 🐶🐶🐶🐶🐶🐶🐶🐶🐶 https://t.co/lLwVO7mB7a,Thu Sep 20 22:01:17 +0000 2018,0.7783,0.0,0.312,0.688
308,308,BBC News (World),What just happened in Salzburg? The EU view https://t.co/Ne7RvIHuHm,Thu Sep 20 20:07:30 +0000 2018,0.0,0.0,0.0,1.0
309,309,BBC News (World),"Maryland shooting: Woman kills three, turns gun on herself https://t.co/rxxT02mR7a",Thu Sep 20 19:44:07 +0000 2018,-0.7096,0.424,0.0,0.576
310,310,BBC News (World),Hundreds feared missing after ferry capsizes on Lake Victoria in north Tanzania https://t.co/C09vZ1nizw,Thu Sep 20 19:21:47 +0000 2018,-0.6597,0.329,0.0,0.671
311,311,BBC News (World),Washington DC man arrested in fatal stabbing of runner https://t.co/GNb4ji1dj4,Thu Sep 20 18:15:08 +0000 2018,-0.765,0.452,0.0,0.548
312,312,BBC News (World),Bobi Wine back in Uganda 'to fight' https://t.co/WS8R0g7Ef5,Thu Sep 20 18:03:23 +0000 2018,-0.3818,0.271,0.0,0.729
313,313,BBC News (World),Tanzania: Hundreds feared missing as ferry capsizes https://t.co/CWOYt3k4bH,Thu Sep 20 17:38:34 +0000 2018,-0.6597,0.474,0.0,0.526
314,314,BBC News (World),RT @BBCBreaking: Multiple deaths and injuries after a shooting at a pharmacy distribution centre in Maryland - US police https://t.co/38Oud…,Thu Sep 20 16:13:53 +0000 2018,0.0,0.0,0.0,1.0
315,315,BBC News (World),RT @BBCNews: Wow! 😲 https://t.co/IXmNyUxJkg,Thu Sep 20 15:51:16 +0000 2018,0.7712,0.0,0.626,0.374
316,316,BBC News (World),Europe’s press fear a hard #Brexit https://t.co/kFrWOYeDiE,Thu Sep 20 15:43:23 +0000 2018,-0.5574,0.535,0.0,0.465
317,317,BBC News (World),RT @BBCNews: Ouch 🤬 https://t.co/aaoQ7tmPJP,Thu Sep 20 15:29:46 +0000 2018,0.0,0.0,0.0,1.0
318,318,BBC News (World),"RT @BBCOne: The official trailer is here! 

""I’m the Doctor, when people need help, I never refuse."" #DoctorWho https://t.co/1ciqgSEQBo",Thu Sep 20 15:08:17 +0000 2018,0.4574,0.0,0.15,0.85
319,319,BBC News (World),Dutch rail crash: Four children killed in electric cart https://t.co/FlJu8Vz4J5,Thu Sep 20 15:05:49 +0000 2018,-0.802,0.474,0.0,0.526
320,320,CBS News,"DNA and genetic genealogy used to ID suspect in ""NorCal Rapist"" case https://t.co/iCOtYQoFc6 https://t.co/upNDfeN551",Sat Sep 22 07:03:03 +0000 2018,-0.7964,0.372,0.0,0.628
321,321,CBS News,Fugitive priest who fled New Mexico in 1992 extradited to face child sex abuse charges https://t.co/mG68zL0KQf https://t.co/OoXdeDYhH9,Sat Sep 22 06:48:04 +0000 2018,-0.743,0.296,0.0,0.704
322,322,CBS News,"Cody Wilson, 3D-printed gun company owner accused of sex with girl, is arrested in Taiwan https://t.co/SaereqGiNo https://t.co/liZH5AzyT7",Sat Sep 22 06:33:03 +0000 2018,-0.7717,0.355,0.0,0.645
323,323,CBS News,New law lets consumers freeze credit for free https://t.co/Safz6tReWO https://t.co/HwcD0AVggI,Sat Sep 22 06:18:04 +0000 2018,0.7269,0.0,0.504,0.496
324,324,CBS News,Republicans thought they were winning Kavanaugh argument. Then Trump tweeted. https://t.co/F9eOVV6xr7 https://t.co/GPkDs6mXNL,Sat Sep 22 06:03:04 +0000 2018,0.2263,0.157,0.214,0.629
325,325,CBS News,Walmart warning it'll raise prices as Trump's China tariffs kick in https://t.co/szwVp0Jq5w https://t.co/MEvDVCn3hB,Sat Sep 22 05:48:03 +0000 2018,-0.34,0.167,0.0,0.833
326,326,CBS News,"Kavanaugh testimony could be ""more dramatic"" than his accuser's, Jodi Kantor says https://t.co/hcTddl1kdx https://t.co/SCKE0nrekd",Sat Sep 22 05:33:03 +0000 2018,0.0,0.0,0.0,1.0
327,327,CBS News,Nanny cam catches repairman appearing to sniff underwear in girls' bedroom https://t.co/qHWTdTpe9U https://t.co/AVpsL9f4NQ,Sat Sep 22 05:18:04 +0000 2018,0.0,0.0,0.0,1.0
328,328,CBS News,"Maryland shooter had a history of mental illness, police say https://t.co/gvep03LVcU https://t.co/u3bFwS3g2p",Sat Sep 22 05:03:05 +0000 2018,-0.4019,0.213,0.0,0.787
329,329,CBS News,Florida student accused of trying to steal airliner dragged off plane https://t.co/bcENcXhSCZ https://t.co/0cWAhtbXgW,Sat Sep 22 04:48:03 +0000 2018,-0.6808,0.398,0.0,0.602
330,330,CBS News,Senate Judiciary Committee chairman Chuck Grassley extended the deadline for Christine Blasey Ford to decide if she… https://t.co/PM5uzYF7ZX,Sat Sep 22 04:43:27 +0000 2018,0.0,0.0,0.0,1.0
331,331,CBS News,Dam breached by Florence floodwaters at power plant in North Carolina https://t.co/nY6IVBGVTG https://t.co/tlF1nJmgd0,Sat Sep 22 04:33:04 +0000 2018,0.0,0.0,0.0,1.0
332,332,CBS News,Congressman jokes that Ruth Bader Ginsburg was molested by Lincoln https://t.co/tdkGKIhwHQ https://t.co/Hi18HGp0Ol,Sat Sep 22 04:18:03 +0000 2018,-0.2263,0.195,0.134,0.671
333,333,CBS News,"Puppies spread antibiotic-resistant infections to 118 people, CDC reports https://t.co/7Mq4aDg3hz https://t.co/TFTY49LEJr",Sat Sep 22 04:03:05 +0000 2018,0.0,0.0,0.0,1.0
334,334,CBS News,"Beastie Boys sound off on Eminem album cover for ""Kamikaze"" https://t.co/5DONzs7tIN https://t.co/hWfHXwBZ1O",Sat Sep 22 03:48:03 +0000 2018,0.0,0.0,0.0,1.0
335,335,CBS News,"2 adults, 2 children found dead in burning Nevada house in apparent murder-suicide, police say… https://t.co/gSrSBOjaYx",Sat Sep 22 03:40:09 +0000 2018,-0.6486,0.249,0.0,0.751
336,336,CBS News,"""Outraged"" China and Russia warn U.S. of ""consequences"" for sanctions https://t.co/qHylBucjwf https://t.co/gryVN2mCRy",Sat Sep 22 03:33:03 +0000 2018,-0.1027,0.113,0.0,0.887
337,337,CBS News,Dallas police chief explains why she hasn't fired cop who shot neighbor dead https://t.co/7x3EeXtCC4 https://t.co/oOtMWM1y84,Sat Sep 22 03:18:02 +0000 2018,-0.3348,0.213,0.145,0.643
338,338,CBS News,"Daycare worker stabs 3 infants, two adults in New York City https://t.co/fZvqV3Pv1L https://t.co/CMjOfK1Q3o",Sat Sep 22 03:03:05 +0000 2018,-0.4404,0.209,0.0,0.791
339,339,CBS News,"FEMA chief used vehicles without authorizition, but won't be fired, DHS says https://t.co/GckCDM5xOo https://t.co/I8kcc09v2h",Sat Sep 22 03:02:06 +0000 2018,0.5975,0.0,0.23,0.77
340,340,CNN,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/ah30GrdQgx",Sat Sep 22 05:31:00 +0000 2018,0.0,0.0,0.0,1.0
341,341,CNN,"Over 3 million people died from alcohol consumption in 2016, equating to 1 in 20 deaths globally, according to a ne… https://t.co/n9QoR5RbmG",Sat Sep 22 05:16:03 +0000 2018,-0.5574,0.167,0.0,0.833
342,342,CNN,Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/k83952k3b7 https://t.co/ZOp913Akqw,Sat Sep 22 05:01:02 +0000 2018,0.1779,0.0,0.124,0.876
343,343,CNN,Republicans in Texas apologize for a campaign ad likening a Hindu deity to the GOP elephant https://t.co/QAhxYmmcjJ https://t.co/qzVfso5bmU,Sat Sep 22 04:46:07 +0000 2018,0.1027,0.0,0.085,0.915
344,344,CNN,Revisiting the luxury and glamour of Concorde https://t.co/CziUz3JjU9 via @CNNStyle https://t.co/2rRRXM4DwN,Sat Sep 22 04:38:41 +0000 2018,0.5267,0.0,0.254,0.746
345,345,CNN,"These golden retriever puppies are the newest members of Chile's police canine training unit, and they stole the sh… https://t.co/DpgOMsXMRi",Sat Sep 22 04:31:00 +0000 2018,0.0,0.0,0.0,1.0
346,346,CNN,"Underwater walls could stop glaciers from melting, scientists say https://t.co/r1Hx62IzEm https://t.co/Ur0omf4C8T",Sat Sep 22 04:27:24 +0000 2018,-0.296,0.18,0.0,0.82
347,347,CNN,"Sen. Mitch McConnell: “You’ve watched the fight. You’ve watched the tactics. ... In the very near future, Judge Kav… https://t.co/hNEQhzaWo5",Sat Sep 22 04:16:24 +0000 2018,-0.3818,0.12,0.0,0.88
348,348,CNN,Senate Judiciary Chairman Chuck Grassley has given an extension to Christine Blasey Ford to decide whether she will… https://t.co/FHJpITW9GA,Sat Sep 22 04:03:04 +0000 2018,0.0,0.0,0.0,1.0
349,349,CNN,Korean boy band BTS will make history next week as the first ever K-Pop group to speak at the United Nations… https://t.co/o9LvogxfQb,Sat Sep 22 04:01:06 +0000 2018,0.4215,0.0,0.118,0.882
350,350,CNN,"These grungy, taped-up designer sneakers sell for $530. Critics say they glorify poverty https://t.co/1U2CF7C14w https://t.co/GqiJvJTcM4",Sat Sep 22 03:46:03 +0000 2018,-0.2023,0.259,0.175,0.566
351,351,CNN,Flying insects are contaminating new environments by eating microplastics in polluted waters and carrying them thro… https://t.co/SLWO9owkNZ,Sat Sep 22 03:31:06 +0000 2018,-0.4588,0.158,0.0,0.842
352,352,CNN,"""Special counsel Robert Mueller and his investigation have been beset by smears. Now another one is afoot: the clai… https://t.co/JWx9V4VSL2",Sat Sep 22 03:23:03 +0000 2018,0.4019,0.0,0.124,0.876
353,353,CNN,HUD Secretary Ben Carson appears to have tied the sexual assault allegation against Supreme Court nominee Brett Kav… https://t.co/ebNGykLnRe,Sat Sep 22 03:16:20 +0000 2018,-0.0516,0.156,0.148,0.697
354,354,CNN,Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/x5cTjvz04e,Sat Sep 22 03:16:02 +0000 2018,0.0,0.0,0.0,1.0
355,355,CNN,The week Brett Kavanaugh went from sure thing to not | Analysis by @CillizzaCNN https://t.co/zbYdVcS7ld https://t.co/A94wIVltra,Sat Sep 22 03:09:01 +0000 2018,0.3182,0.0,0.141,0.859
356,356,CNN,"To attract Indian-American voters, a Republican party group in suburban Houston released a campaign ad with an imag… https://t.co/kJUpPcHOKN",Sat Sep 22 03:07:37 +0000 2018,0.6369,0.0,0.257,0.743
357,357,CNN,"A Sphinx believed be more than 2,000-years-old has been uncovered in Egypt https://t.co/NYlMVOvQde via @CNNTravel https://t.co/qxQE99wBcr",Sat Sep 22 03:01:07 +0000 2018,0.0,0.0,0.0,1.0
358,358,CNN,"RT @CuomoPrimeTime: Get the real story of Puerto Rico’s recovery after Hurricane Maria.  

A @CNN Special Report: Storm of Controversy: Wha…",Sat Sep 22 02:59:54 +0000 2018,0.4019,0.0,0.124,0.876
359,359,CNN,"RT @CuomoPrimeTime: President of the Judicial Watch @TomFitton tells @ChrisCuomo that politically, practically speaking, Prof. Ford has up…",Sat Sep 22 02:51:40 +0000 2018,0.0,0.0,0.0,1.0
360,360,Fox News,"Sunday on ""Life, Liberty, &amp; Levin"" @marklevinshow talks about how the Democrats' actions have affected the SCOTUS c… https://t.co/KKC1PAcAQm",Sat Sep 22 16:33:00 +0000 2018,0.4215,0.073,0.155,0.773
361,361,Fox News,"Police beef up security for UN gathering, Trump visit https://t.co/9aDIcZw6OW",Sat Sep 22 16:23:00 +0000 2018,0.34,0.0,0.211,0.789
362,362,Fox News,US airstrike kills 18 al-Shabab after US attacked in Somalia https://t.co/K4NMngsPyS,Sat Sep 22 16:12:59 +0000 2018,-0.7579,0.419,0.0,0.581
363,363,Fox News,Alaska man given 'pass' after pleading guilty in sexual assault case https://t.co/MoeVau4brD,Sat Sep 22 16:01:42 +0000 2018,-0.765,0.398,0.0,0.602
364,364,Fox News,"RT @FoxBusiness: GM recalls trucks, SUVs for brake problem  https://t.co/PPW13BbkxG",Sat Sep 22 15:51:02 +0000 2018,-0.4019,0.231,0.0,0.769
365,365,Fox News,"RT @FoxBusiness: .@SecretaryZinke: ""We've unwound maybe 22 regulations for every one we put in."" https://t.co/RQVdBOxKfR",Sat Sep 22 15:50:57 +0000 2018,0.0,0.0,0.0,1.0
366,366,Fox News,Kentucky woman arrested for allegedly leaving kids in car with loaded guns to get tan: report https://t.co/OcuCNaq4a8,Sat Sep 22 15:46:29 +0000 2018,-0.4767,0.162,0.0,0.838
367,367,Fox News,.@VP Mike Pence delivers remarks at the Values Voter Summit. https://t.co/ndzhhnvtHV,Sat Sep 22 15:36:27 +0000 2018,0.4019,0.0,0.213,0.787
368,368,Fox News,Even Some College Students Are Now Giving Trump Credit for Economy https://t.co/0oFXSApeu3,Sat Sep 22 15:25:00 +0000 2018,0.6124,0.0,0.333,0.667
369,369,Fox News,USS Pueblo spy ship crew tell Trump to bring vessel home from North Korea (via: @LucasFoxNews) https://t.co/oy1cWBd0yK,Sat Sep 22 15:19:48 +0000 2018,0.0,0.0,0.0,1.0
370,370,Fox News,.@SenJohnHoeven: “Clearly we need to allow Dr. Ford to give her account and we have to evaluate that.” https://t.co/FISk7hTxU4,Sat Sep 22 15:14:00 +0000 2018,0.2263,0.0,0.095,0.905
371,371,Fox News,JUST IN: Democrats float idea of impeaching Kavanaugh even if he is confirmed to Supreme Court https://t.co/lqGIdOjEBB,Sat Sep 22 15:09:25 +0000 2018,0.5574,0.0,0.184,0.816
372,372,Fox News,SUNDAY: Don't miss @SecPompeo on @FoxNewsSunday. Check your local listings and tune in at 2p and 7p ET on Fox News… https://t.co/JdlEwmgXXh,Sat Sep 22 15:04:00 +0000 2018,0.1139,0.0,0.064,0.936
373,373,Fox News,.@RepGoodlatte: “If these allegations are true… Mr. Rosenstein would be well-advised to step aside and the presiden… https://t.co/7Zsszw7E32,Sat Sep 22 14:56:08 +0000 2018,0.0,0.0,0.0,1.0
374,374,Fox News,Fifth-Grade Students Show Incredible Respect in Protecting American Flag https://t.co/m4nJcFed6e,Sat Sep 22 14:43:04 +0000 2018,0.4767,0.0,0.256,0.744
375,375,Fox News,Rihanna appointed as ambassador to her native Barbados https://t.co/rfHzU5T3CV,Sat Sep 22 14:28:00 +0000 2018,0.0,0.0,0.0,1.0
376,376,Fox News,"Dan Geltrude: “You may not like President Trump, you may not like the things he says… but I think the market and a… https://t.co/6o3ZA5QccR",Sat Sep 22 14:18:09 +0000 2018,-0.2755,0.129,0.0,0.871
377,377,Fox News,.@edhenry is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/9y6XC8UnvU,Sat Sep 22 14:10:15 +0000 2018,0.0,0.0,0.0,1.0
378,378,Fox News,Two sleeping Indiana teens shot dead by father who kills himself https://t.co/HaOPRP525H,Sat Sep 22 14:07:26 +0000 2018,-0.8316,0.438,0.0,0.562
379,379,Fox News,San Jose Earthquakes name girl battling cancer honorary captain https://t.co/p1eJGlembI,Sat Sep 22 13:56:31 +0000 2018,-0.6249,0.409,0.151,0.44
380,380,The New York Times,At Least 10 Killed in Attack on Military Parade in Iran https://t.co/1eDF44riQt,Sat Sep 22 10:18:06 +0000 2018,-0.8225,0.432,0.0,0.568
381,381,The New York Times,"""We're trying to get to the realness of travel, and that's the good and bad and that's beauty in the hard parts of… https://t.co/VKoTApwtxo",Sat Sep 22 10:08:24 +0000 2018,0.4215,0.155,0.212,0.633
382,382,The New York Times,Animated map: See river levels rise across the Carolinas after Hurricane Florence https://t.co/QMpHB6ZpIW,Sat Sep 22 09:51:53 +0000 2018,0.0,0.0,0.0,1.0
383,383,The New York Times,"The Week in Good News: Berlin Marathon, Doctor Who, Pizza for the Troops https://t.co/H2yD8oucOg",Sat Sep 22 09:34:32 +0000 2018,0.4404,0.0,0.182,0.818
384,384,The New York Times,RT @nytopinion: Trump's tweet gives the game away — Republicans think Brett Kavanaugh's accuser is lying. https://t.co/KqZL4R6Esg,Sat Sep 22 09:32:05 +0000 2018,-0.5267,0.185,0.0,0.815
385,385,The New York Times,48 Hours: 48 Hours With Antoni Porowski: ‘Queer Eye’ Host and Restaurateur https://t.co/Xb8LiFtE2G,Sat Sep 22 09:29:03 +0000 2018,0.0,0.0,0.0,1.0
386,386,The New York Times,"Playlist: The Playlist: Unreleased Chris Cornell, and 12 More New Songs https://t.co/8L7E9UTrCm",Sat Sep 22 09:26:07 +0000 2018,0.0,0.0,0.0,1.0
387,387,The New York Times,"Fish fries aren't unique to the African-American community, but they had special meaning during slavery and later o… https://t.co/fJDX75aohi",Sat Sep 22 09:09:59 +0000 2018,-0.631,0.246,0.13,0.624
388,388,The New York Times,Trilobites: Kidney Stones Are More Beautiful Than You Might Think https://t.co/aUhMVlxNz7,Sat Sep 22 08:53:27 +0000 2018,0.6361,0.0,0.295,0.705
389,389,The New York Times,"When Chan Marshall, the singer and songwriter best known as Cat Power, got pregnant, she considered drastically cha… https://t.co/n9yO1vr06R",Sat Sep 22 08:48:04 +0000 2018,0.6369,0.0,0.189,0.811
390,390,The New York Times,"RT @nytimesworld: With the help of American Special Operations troops and Afghan commandos, the Taliban were wrested from a strategic area…",Sat Sep 22 08:32:03 +0000 2018,0.6597,0.0,0.231,0.769
391,391,The New York Times,Add pinot noir to your shopping list https://t.co/wD0AZ4rAea,Sat Sep 22 08:05:11 +0000 2018,0.0,0.0,0.0,1.0
392,392,The New York Times,"In Opinion 

Zachary Wood writes, ""At the time, I was ashamed about riding a bus. But looking back, I've come to se… https://t.co/HLF57ustfZ",Sat Sep 22 07:48:45 +0000 2018,-0.2617,0.093,0.0,0.907
393,393,The New York Times,"RT @NYTFashion: Some of the most expensive Italian-made garments are made by mostly female workers who have no minimum wage, insurance or l…",Sat Sep 22 07:32:05 +0000 2018,-0.296,0.091,0.0,0.909
394,394,The New York Times,Several Killed as Gunmen Attack Military Parade in Southwest Iran https://t.co/w8ztD05XHb,Sat Sep 22 07:27:36 +0000 2018,-0.8225,0.458,0.0,0.542
395,395,The New York Times,The NYT review of the Apple Watch Series 4 https://t.co/CubtfccoFn,Sat Sep 22 07:14:08 +0000 2018,0.0,0.0,0.0,1.0
396,396,The New York Times,Books News: Would You Like Some Sausage With Your Novel? https://t.co/ZaYczrVY6q,Sat Sep 22 06:57:01 +0000 2018,0.5859,0.0,0.348,0.652
397,397,The New York Times,"36 Hours in Tucson, Arizona https://t.co/vwFHJGStGZ",Sat Sep 22 06:49:52 +0000 2018,0.0,0.0,0.0,1.0
398,398,The New York Times,RT @stanfordc: We have liftoff: It's a new news quiz https://t.co/sfmJB51YZ8 https://t.co/zWvH4YSLCf,Sat Sep 22 06:32:03 +0000 2018,0.0,0.0,0.0,1.0
399,399,The New York Times,"Haley Morris-Cafiero saved more than 1,000 negative comments directed toward her and then photographed herself cost… https://t.co/SCE6ZsAWXc",Sat Sep 22 06:06:58 +0000 2018,-0.2878,0.182,0.129,0.689
400,400,BBC News (World),More fake diploma claims for Spanish university https://t.co/WT6TFy7EAg,Thu Sep 20 14:59:07 +0000 2018,-0.5256,0.326,0.0,0.674
401,401,BBC News (World),Russia reinstated by Wada after doping scandal suspension https://t.co/voXbYjEwPv,Thu Sep 20 14:52:45 +0000 2018,-0.4404,0.266,0.0,0.734
402,402,BBC News (World),"RT @BBCSport: Cristiano Ronaldo can't appeal last night's red card - and things could be about to get worse for him.

Full story: https://t…",Thu Sep 20 14:44:42 +0000 2018,-0.4767,0.124,0.0,0.876
403,403,BBC News (World),"Giant pandas can tell a mate from their calls 🐼

https://t.co/TtKBG4mPIg",Thu Sep 20 14:33:54 +0000 2018,0.0,0.0,0.0,1.0
404,404,BBC News (World),Marine Le Pen ordered to undergo psychological testing https://t.co/dHPYFvQdHc,Thu Sep 20 14:17:49 +0000 2018,0.0,0.0,0.0,1.0
405,405,BBC News (World),Five surprising reasons prisoners have been freed https://t.co/iGbzqovaNz,Thu Sep 20 14:17:39 +0000 2018,0.128,0.252,0.366,0.382
406,406,BBC News (World),"RT @BBCPolitics: “How can you credibly cling on to the deal you struck at Chequers with your cabinet?” asks @bbclaurak 

“We are continuing…",Thu Sep 20 14:07:44 +0000 2018,-0.25,0.083,0.0,0.917
407,407,BBC News (World),RT @BBCMonitoring: Denuclearisation and fine dining at the #InterKoreanSummit https://t.co/9jKIY72kXh,Thu Sep 20 13:46:39 +0000 2018,0.2023,0.0,0.167,0.833
408,408,BBC News (World),"RT @BBCBreaking: European Council President Donald Tusk says EU leaders agree Theresa May's Chequers plan for #Brexit ""will not work"" becau…",Thu Sep 20 13:37:15 +0000 2018,0.3612,0.0,0.111,0.889
409,409,BBC News (World),RT @BBCNews: “The moment of truth for #Brexit negotiations will be the October European council” - says European Council President Donald T…,Thu Sep 20 13:24:22 +0000 2018,0.3182,0.0,0.103,0.897
410,410,BBC News (World),"Book of Durrows loaned to British Library for exhibition 📖
https://t.co/pX2zJrKxL6",Thu Sep 20 12:50:05 +0000 2018,0.0,0.0,0.0,1.0
411,411,BBC News (World),Deqa Dahir shot dead in Mogadishu: Somali troops detained https://t.co/OTGND6xx8O,Thu Sep 20 12:17:54 +0000 2018,-0.7906,0.467,0.0,0.533
412,412,BBC News (World),Storm Ali: Lighthouse fall warden thankful after remote island rescue https://t.co/hbPX8upTGd,Thu Sep 20 12:00:24 +0000 2018,0.7906,0.0,0.438,0.562
413,413,BBC News (World),Hezbollah 'has precision rockets despite Israeli strikes in Syria' https://t.co/R8wa5iHgIp,Thu Sep 20 11:57:56 +0000 2018,0.2755,0.0,0.19,0.81
414,414,BBC News (World),"North Korea's Kim wants fast denuclearisation, South's leader says https://t.co/AIuc5ePOgZ",Thu Sep 20 11:32:02 +0000 2018,0.0,0.0,0.0,1.0
415,415,BBC News (World),France torn over video of driver slapping boy for 'disrespect' https://t.co/G4qku9MIPG,Thu Sep 20 11:23:41 +0000 2018,-0.25,0.167,0.0,0.833
416,416,BBC News (World),3D-printed gun pioneer Cody Wilson charged with sexual assault https://t.co/BOxZ9O6c7S,Thu Sep 20 10:22:45 +0000 2018,-0.7906,0.533,0.0,0.467
417,417,BBC News (World),'Nigeria Air' national airline plans put on hold https://t.co/fuiVoJrDZD,Thu Sep 20 10:20:09 +0000 2018,0.0,0.0,0.0,1.0
418,418,BBC News (World),"Trump urged Spain to 'build a wall' across Sahara, says minister https://t.co/4rsYJgYmTn",Thu Sep 20 10:13:37 +0000 2018,0.0,0.0,0.0,1.0
419,419,BBC News (World),South African Kessie Nair arrested for rant against Cyril Ramaphosa https://t.co/NB72U9IODl,Thu Sep 20 10:04:56 +0000 2018,-0.6705,0.379,0.0,0.621
420,420,CBS News,Trump's trade war: Why the economy may soon feel the pain https://t.co/2zZL6ejzIg https://t.co/5b35UwBk2d,Sat Sep 22 02:44:30 +0000 2018,-0.802,0.396,0.0,0.604
421,421,CBS News,Republicans on Senate panel send letter to potential Kavanaugh party attendee https://t.co/y14nzBYAlS https://t.co/ADaiqK7DLo,Sat Sep 22 02:24:30 +0000 2018,0.4019,0.0,0.184,0.816
